Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
10,5,6,6,yes,yes,Product Management Professional (PMP),Product Management,excellent,excellent,cloud computing,Product Management,Product based,yes,Fantasy,Management,hard worker,yes,no,Product Manager
2,9,10,6,no,yes,Machine Learning,AI,good,good,cloud computing,AI,Product based,yes,Series,Technical,hard worker,no,yes,Machine Learning Engineer
4,10,5,1,yes,no,Certified AI Engineer,Cloud Computing,medium,very good,developer,Cloud Computing,developer,no,Poetry,Technical,smart worker,no,yes,Cloud Solutions Architect
6,2,7,10,no,yes,Robotics Engineering Certification,Cloud Computing,good,good,security,Cloud Computing,developer,no,Drama,Technical,hard worker,yes,yes,Cloud Solutions Architect
5,3,3,5,no,no,Quantum Computing Certification,Cloud Computing,very good,excellent,security,Cloud Computing,developer,no,Comics,Technical,hard worker,yes,no,Cloud Solutions Architect
4,7,3,10,yes,yes,ai for healthcare,AI for Healthcare,medium,excellent,security,AI Research,Big Data Companies,yes,Action and Adventure,Technical,hard worker,no,yes,AI Specialist
7,5,1,9,no,yes,Robotics Engineering Certification,Cloud Computing,very good,medium,developer,Cloud Computing,developer,no,History,Technical,hard worker,no,no,Cloud Solutions Architect
6,6,5,6,no,yes,ai for healthcare,AI for Healthcare,good,excellent,developer,AI Research,Product based,yes,Comics,Technical,hard worker,no,no,AI Specialist
3,6,6,3,yes,yes,robotics process automation (RPA),Robotic Process Automation (RPA),excellent,medium,developer,Robotics,security,yes,Math,Management,hard worker,no,yes,IT Project Manager
4,0,5,2,no,yes,Certified ERP Consultant,ERP Systems,very good,very good,cloud computing,ERP,Product based,no,Math,Management,hard worker,yes,yes,ERP Consultant
5,3,7,1,yes,yes,ai for healthcare,AI for Healthcare,very good,very good,cloud computing,AI Research,AI Research Labs,yes,Action and Adventure,Technical,smart worker,no,yes,AI Specialist
7,8,4,10,no,yes,Product Management Professional (PMP),Product Management,very good,medium,developer,Product Management,Product based,no,Journals,Management,smart worker,no,yes,Product Manager
9,10,4,1,yes,no,Certified AI Engineer,Cloud Computing,excellent,excellent,security,Cloud Computing,developer,yes,Fantasy,Technical,hard worker,no,no,Cloud Solutions Architect
10,9,3,3,yes,no,Product Management Professional (PMP),Product Management,good,good,cloud computing,Product Management,Sales and Marketing,yes,Childrens,Management,hard worker,yes,yes,Product Manager
1,0,10,1,no,yes,Machine Learning,AI,medium,excellent,cloud computing,Machine Learning,Data Science Firms,yes,Journals,Technical,hard worker,yes,yes,Machine Learning Engineer
5,10,8,7,no,yes,blockchain developer,Blockchain Technologies,medium,good,developer,Blockchain Development,Product based,no,Guide,Technical,smart worker,no,no,Blockchain Developer
1,7,8,2,no,yes,Machine Learning,Machine Learning,good,good,cloud computing,Machine Learning,security,yes,Science,Technical,smart worker,no,yes,Machine Learning Engineer
5,10,7,3,no,yes,Machine Learning,AI,good,medium,cloud computing,AI,Big Data Companies,no,Self help,Technical,hard worker,no,no,Machine Learning Engineer
6,0,1,4,yes,no,ar/vr development,AR/VR Development,good,very good,developer,Web Development,Big Data Companies,no,Comics,Technical,hard worker,no,no,Systems Analyst
1,7,8,5,yes,no,ar/vr development,AR/VR Development,good,medium,developer,Web Development,IoT Startups,no,Guide,Technical,smart worker,no,yes,Systems Analyst
9,2,10,7,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),very good,medium,developer,Robotics,Cybersecurity Firms,no,Travel,Management,hard worker,yes,no,IT Project Manager
6,2,7,7,yes,no,Product Management Professional (PMP),Product Management,medium,good,security,Product Management,Product based,no,Self help,Management,hard worker,yes,no,Product Manager
3,6,5,8,no,yes,ar/vr development,AR/VR Development,excellent,medium,cloud computing,Web Development,developer,yes,Guide,Technical,smart worker,yes,yes,Systems Analyst
2,4,1,1,yes,no,devops certified engineer,DevOps,medium,excellent,cloud computing,DevOps,Testing and Maintainance Services,no,Series,Technical,hard worker,no,yes,DevOps Engineer
2,8,10,10,no,yes,ai for healthcare,AI for Healthcare,excellent,very good,developer,AI Research,Product based,no,Travel,Technical,hard worker,yes,yes,AI Specialist
3,7,10,5,no,no,Cybersecurity,Machine Learning,medium,medium,developer,Cybersecurity,AI Research Labs,no,History,Technical,smart worker,yes,no,Cybersecurity Analyst
10,5,3,8,yes,yes,Quantum Computing Certification,Cloud Computing,good,excellent,developer,Cloud Computing,developer,no,Science,Technical,hard worker,yes,yes,Cloud Solutions Architect
4,3,1,5,no,no,Data Science,AI,excellent,excellent,security,Machine Learning,IoT Startups,no,Journals,Technical,hard worker,no,no,Big Data Engineer
2,7,9,1,no,yes,ar/vr development,AR/VR Development,very good,excellent,developer,Web Development,developer,no,Series,Technical,smart worker,no,yes,Systems Analyst
4,3,3,6,yes,no,Machine Learning,AI,excellent,very good,developer,AI,Data Science Firms,yes,Health,Technical,smart worker,no,yes,Machine Learning Engineer
1,1,9,2,no,no,devops certified engineer,DevOps,medium,very good,cloud computing,DevOps,IoT Startups,no,Action and Adventure,Technical,smart worker,yes,no,DevOps Engineer
3,5,5,7,yes,yes,Certified ERP Consultant,ERP Systems,good,good,developer,ERP,Sales and Marketing,yes,Journals,Management,smart worker,yes,yes,ERP Consultant
6,0,3,1,no,no,Machine Learning,AI,good,medium,developer,Machine Learning,Big Data Companies,no,Series,Technical,smart worker,yes,no,Machine Learning Engineer
6,10,9,4,yes,no,Product Management Professional (PMP),Product Management,excellent,excellent,security,Product Management,Sales and Marketing,yes,Science fiction,Management,smart worker,no,yes,Product Manager
5,9,5,5,yes,yes,Certified ERP Consultant,ERP Systems,good,very good,security,ERP,Finance,yes,Action and Adventure,Management,hard worker,yes,no,ERP Consultant
5,9,3,9,no,yes,Certified AI Engineer,Cloud Computing,very good,excellent,security,Cloud Computing,developer,no,Guide,Technical,smart worker,yes,yes,Cloud Solutions Architect
2,7,10,10,no,no,Product Management Professional (PMP),Product Management,very good,excellent,developer,Product Management,Finance,yes,Fantasy,Management,hard worker,yes,no,Product Manager
6,8,5,8,yes,no,ai for healthcare,AI for Healthcare,very good,medium,cloud computing,AI Research,developer,no,Horror,Technical,smart worker,no,no,AI Specialist
5,3,5,7,no,no,Product Management Professional (PMP),Product Management,good,medium,security,Product Management,Service Based,yes,Action and Adventure,Management,hard worker,yes,yes,Product Manager
1,4,6,10,no,yes,Product Management Professional (PMP),Product Management,excellent,medium,security,Product Management,Product based,no,Biographies,Management,hard worker,yes,yes,Product Manager
1,1,4,1,yes,no,Cybersecurity,Machine Learning,good,excellent,cloud computing,Machine Learning,security,no,Biographies,Technical,hard worker,no,no,Cybersecurity Analyst
2,4,5,6,no,no,robotics process automation (RPA),Robotic Process Automation (RPA),medium,excellent,cloud computing,Robotics,Product based,no,Guide,Management,smart worker,yes,yes,IT Project Manager
3,9,1,8,yes,no,Product Management Professional (PMP),Product Management,good,excellent,developer,Product Management,Finance,yes,Autobiographies,Management,smart worker,no,no,Product Manager
8,0,9,10,yes,yes,Cybersecurity,Cybersecurity,good,excellent,security,Machine Learning,AI Research Labs,yes,Poetry,Technical,smart worker,yes,yes,Cybersecurity Analyst
5,9,5,1,no,yes,Data Science,AI,good,medium,cloud computing,AI,Big Data Companies,no,Autobiographies,Technical,smart worker,no,no,Data Scientist
3,8,4,1,no,yes,devops certified engineer,DevOps,medium,excellent,developer,DevOps,Web Services,no,Guide,Technical,smart worker,yes,yes,DevOps Engineer
3,2,4,10,yes,yes,devops certified engineer,DevOps,medium,very good,cloud computing,DevOps,Web Services,yes,Guide,Technical,hard worker,yes,yes,DevOps Engineer
6,3,3,5,no,yes,Cybersecurity,Machine Learning,excellent,very good,cloud computing,AI,Big Data Companies,yes,Journals,Technical,hard worker,yes,yes,Cybersecurity Analyst
9,2,2,4,no,no,Robotics Engineering Certification,Cloud Computing,good,medium,developer,Cloud Computing,developer,yes,Action and Adventure,Technical,hard worker,yes,yes,Cloud Solutions Architect
2,2,2,6,yes,no,Certified AI Engineer,Cloud Computing,medium,very good,cloud computing,Cloud Computing,developer,no,Autobiographies,Technical,hard worker,no,no,Cloud Solutions Architect
6,1,2,7,no,no,Machine Learning,AI,good,excellent,security,AI,Web Services,yes,Journals,Technical,smart worker,yes,yes,Machine Learning Engineer
5,7,4,7,no,yes,ar/vr development,AR/VR Development,medium,very good,security,Software Development,developer,yes,Biographies,Technical,hard worker,yes,yes,Systems Analyst
4,4,4,5,yes,no,Certified ERP Consultant,ERP Systems,very good,good,cloud computing,ERP,Product based,no,Mystery,Management,smart worker,yes,no,ERP Consultant
8,6,5,4,yes,no,ar/vr development,AR/VR Development,very good,excellent,cloud computing,Web Development,developer,no,Science,Technical,smart worker,no,no,Systems Analyst
7,8,1,1,yes,no,ai for healthcare,AI for Healthcare,good,medium,developer,AI Research,Web Services,yes,Biographies,Technical,hard worker,no,no,AI Specialist
2,10,4,4,no,no,ai for healthcare,AI for Healthcare,excellent,very good,cloud computing,AI Research,Web Services,no,Art,Technical,smart worker,yes,yes,AI Specialist
9,7,6,4,yes,no,Product Management Professional (PMP),Product Management,medium,very good,developer,Product Management,Product based,no,Series,Management,smart worker,no,yes,Product Manager
5,9,6,2,no,yes,Data Science,Data Science,good,good,cloud computing,Machine Learning,Data Science Firms,yes,Cookbooks,Technical,smart worker,yes,no,Data Scientist
7,1,7,7,no,no,ai for healthcare,AI for Healthcare,medium,medium,security,AI Research,Web Services,no,Science fiction,Technical,hard worker,no,yes,AI Specialist
7,9,8,5,yes,no,blockchain developer,Blockchain Technologies,excellent,medium,security,Blockchain Development,Big Data Companies,no,Action and Adventure,Technical,smart worker,no,yes,Blockchain Developer
9,1,2,7,yes,yes,Certified AI Engineer,Cloud Computing,excellent,good,cloud computing,Cloud Computing,developer,no,Cookbooks,Technical,hard worker,no,no,Cloud Solutions Architect
3,7,5,6,no,no,Cybersecurity,AI,excellent,excellent,cloud computing,Cybersecurity,Web Services,yes,Math,Technical,hard worker,yes,yes,Cybersecurity Analyst
4,3,5,8,yes,yes,robotics process automation (RPA),Robotic Process Automation (RPA),good,very good,security,Robotics,security,no,Comics,Management,smart worker,yes,yes,IT Project Manager
3,8,7,3,no,no,Cybersecurity,Machine Learning,excellent,very good,security,Machine Learning,developer,no,Childrens,Technical,hard worker,no,no,Cybersecurity Analyst
6,1,2,7,no,yes,Data Science,Machine Learning,good,good,security,AI,developer,yes,Cookbooks,Technical,smart worker,yes,no,Big Data Engineer
7,4,7,4,yes,no,Cybersecurity,Cybersecurity,very good,medium,developer,Cybersecurity,security,no,Dictionaries,Technical,smart worker,yes,no,Cybersecurity Analyst
2,8,3,1,no,yes,Certified AI Engineer,Cloud Computing,medium,excellent,cloud computing,Cloud Computing,developer,no,Health,Technical,hard worker,no,yes,Cloud Solutions Architect
10,2,7,3,no,no,ar/vr development,AR/VR Development,good,excellent,cloud computing,Web Development,Sales and Marketing,yes,Poetry,Technical,smart worker,yes,no,Systems Analyst
6,6,2,3,yes,no,devops certified engineer,DevOps,medium,excellent,developer,DevOps,Web Services,yes,Guide,Technical,hard worker,yes,no,DevOps Engineer
7,1,4,1,yes,no,blockchain developer,Blockchain Technologies,very good,very good,cloud computing,Blockchain Development,Systems Analysis Firms,no,Drama,Technical,hard worker,yes,yes,Blockchain Developer
6,5,1,5,yes,no,Data Science,Machine Learning,good,medium,security,Data Science,security,yes,Horror,Technical,smart worker,no,yes,Data Scientist
9,9,4,2,no,no,ar/vr development,AR/VR Development,medium,very good,developer,Web Development,Sales and Marketing,no,Comics,Technical,hard worker,yes,yes,Systems Analyst
1,9,8,6,yes,yes,Cybersecurity,Machine Learning,medium,excellent,cloud computing,Machine Learning,Product based,no,Self help,Technical,smart worker,no,yes,Cybersecurity Analyst
3,8,9,10,yes,no,blockchain developer,Blockchain Technologies,very good,very good,security,Blockchain Development,Product based,no,Health,Technical,smart worker,yes,yes,Blockchain Developer
10,3,7,2,yes,yes,ai for healthcare,AI for Healthcare,excellent,excellent,developer,AI Research,Product based,yes,Childrens,Technical,smart worker,no,no,AI Specialist
7,1,8,7,yes,yes,Quantum Computing Certification,Cloud Computing,good,excellent,cloud computing,Cloud Computing,developer,yes,Science fiction,Technical,smart worker,no,yes,Cloud Solutions Architect
10,1,6,2,no,yes,Cybersecurity,Machine Learning,excellent,good,developer,Machine Learning,Product based,no,Series,Technical,hard worker,yes,no,Cybersecurity Analyst
1,5,3,7,no,yes,Machine Learning,AI,excellent,excellent,cloud computing,AI,Data Science Firms,no,Art,Technical,smart worker,no,no,Machine Learning Engineer
4,8,1,1,no,no,robotics process automation (RPA),Robotic Process Automation (RPA),very good,medium,cloud computing,Robotics,Cybersecurity Firms,no,Horror,Management,smart worker,yes,yes,IT Project Manager
10,8,8,4,yes,no,Data Science,Machine Learning,very good,medium,developer,Machine Learning,Data Science Firms,yes,History,Technical,smart worker,no,no,Data Scientist
3,7,9,6,yes,no,Certified AI Engineer,Cloud Computing,medium,very good,developer,Cloud Computing,developer,no,Dictionaries,Technical,hard worker,no,yes,Cloud Solutions Architect
5,2,7,1,yes,yes,Robotics Engineering Certification,Cloud Computing,good,good,developer,Cloud Computing,developer,yes,Art,Technical,smart worker,yes,yes,Cloud Solutions Architect
9,3,7,1,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),good,good,cloud computing,Robotics,security,no,Self help,Management,hard worker,no,yes,IT Project Manager
5,9,10,7,yes,no,ai for healthcare,AI for Healthcare,medium,very good,cloud computing,AI Research,Big Data Companies,no,Science fiction,Technical,smart worker,yes,no,AI Specialist
6,3,7,1,no,no,Data Science,Data Science,very good,medium,security,Machine Learning,IoT Startups,yes,History,Technical,hard worker,no,no,Big Data Engineer
7,8,3,8,no,yes,Data Science,AI,excellent,excellent,cloud computing,Data Science,security,yes,Comics,Technical,hard worker,no,no,Big Data Engineer
7,8,8,2,yes,no,devops certified engineer,DevOps,medium,excellent,developer,DevOps,Product based,yes,Math,Technical,smart worker,no,yes,DevOps Engineer
3,4,4,6,no,yes,Cybersecurity,Cybersecurity,excellent,good,developer,AI,Big Data Companies,yes,Cookbooks,Technical,smart worker,yes,yes,Cybersecurity Analyst
